8	0.8	INQ	4.07761	2.93144	0.665162
8	0.8	KOUQ	2.17167	1.42272	0.73845
8	0.8	ISLIP	6.77284	11.5202	0.568037
8	0.1	ISLIP	1.85772	11.6044	0.10165
8	0.2	ISLIP	10.808	28.4734	0.197963
8	0	ISLIP	-nan	-nan	-nan
8	0.3	ISLIP	10.272	22.6559	0.288162
8	0.4	ISLIP	9.08573	17.3764	0.36785
8	0.5	ISLIP	8.06241	14.45	0.43585
8	0.1	ISLIP	2.6488	16.3436	0.0990875
8	0.1	ISLIP	1.52705	9.2329	0.100513
8	0.1	ISLIP	3.63544	19.4032	0.10115
8	0.1	ISLIP	2.54467	14.3609	0.10045
8	0.1	ISLIP	2.54467	14.3609	0.10045
8	0.1	ISLIP	5.59318	26.1955	0.0994
8	0.1	ISLIP	2.098	11.4916	0.100638
8	0.1	ISLIP	2.098	11.4916	0.100638
8	0.1	ISLIP	3.53989	22.441	0.10215
8	0.1	ISLIP	3.968	19.5541	0.0996
8	0.1	ISLIP	3.968	19.5541	0.0996
8	0.1	ISLIP	6.39863	28.9749	0.100312
8	0.1	ISLIP	3.58558	21.2924	0.097425
8	0.1	ISLIP	3.58558	21.2924	0.097425
8	0.1	ISLIP	2.47741	13.9392	0.0985
8	0.1	ISLIP	2.26599	12.6515	0.099675
8	0.1	ISLIP	2.26599	12.6515	0.099675
8	0.1	ISLIP	3.94599	20.016	0.100675
8	0.1	ISLIP	3.5399	19.8994	0.0994625
8	0.1	ISLIP	7.00112	29.8479	0.100237
8	0.1	ISLIP	4.48966	22.7139	0.0985375
8	0.1	ISLIP	4.48966	22.7139	0.0985375
8	0.1	ISLIP	4.3721	22.9806	0.0986625
8	0.1	ISLIP	2.87296	16.8829	0.099375
8	0.1	ISLIP	2.87296	16.8829	0.099375
8	0.1	ISLIP	4.50006	22.1988	0.0997625
8	0.1	ISLIP	4.50006	22.1988	0.0997625
8	0.1	ISLIP	3.40421	18.4811	0.099825
8	0.1	ISLIP	6.47577	28.1826	0.1006
8	0.1	ISLIP	6.47577	28.1826	0.1006
8	0.1	ISLIP	3.24163	18.8193	0.1001
8	0.1	ISLIP	3.24163	18.8193	0.1001
8	0.1	ISLIP	1.87049	11.6419	0.100187
8	0.1	ISLIP	1.87049	11.6419	0.100187
8	0.1	ISLIP	3.26499	18.0944	0.0994375
8	0.1	ISLIP	3.26499	18.0944	0.0994375
8	0.1	ISLIP	7.46574	29.9003	0.100513
8	0.1	ISLIP	8.84311	37.5119	0.100625
8	0.1	ISLIP	8.84311	37.5119	0.100625
8	0.1	ISLIP	4.03827	19.8278	0.100275
8	0.1	ISLIP	3.58386	20.1494	0.100538
8	0.1	ISLIP	3.47106	18.592	0.0991125
8	0.1	ISLIP	3.24314	17.7136	0.0988125
8	0.1	ISLIP	3.24314	17.7136	0.0988125
8	0.1	ISLIP	4.08905	23.9139	0.101062
