2	4	0.5	INQ	1.54573	1.18919	0.481375
2	8	0.5	INQ	1.64838	1.35481	0.474587
2	16	0.5	INQ	1.69375	1.41607	0.471513
2	32	0.5	INQ	1.71643	1.43905	0.469838
2	64	0.5	INQ	1.73487	1.46315	0.468922
2	128	0.5	INQ	1.73562	1.46164	0.468391
3	4	0.5	INQ	1.74976	1.55436	0.491125
3	8	0.5	INQ	1.90107	1.75665	0.486975
3	16	0.5	INQ	1.95983	1.83219	0.485463
3	32	0.5	INQ	2.00223	1.61583	0.48495
3	64	0.5	INQ	2.01934	1.63485	0.484003
3	128	0.5	INQ	2.02888	1.63925	0.483343
4	4	0.5	INQ	1.9449	1.95857	0.49545
4	8	0.5	INQ	2.12537	1.89869	0.491262
4	16	0.5	INQ	2.1692	1.91881	0.491762
4	32	0.5	INQ	2.21261	1.94296	0.491753
4	64	0.5	INQ	2.24522	1.99845	0.4906
4	128	0.5	INQ	2.24951	1.99037	0.489141
