2	4	0.5	ISLIP	3.46369	5.72158	0.446475
2	8	0.5	ISLIP	3.59451	8.88787	0.43275
2	16	0.5	ISLIP	3.62718	12.8419	0.430538
2	32	0.5	ISLIP	3.63495	18.4761	0.427044
2	64	0.5	ISLIP	3.58578	25.8297	0.427227
2	128	0.5	ISLIP	3.44318	34.6123	0.429058
3	4	0.5	ISLIP	5.71881	8.80363	0.4441
3	8	0.5	ISLIP	5.81928	12.7088	0.43485
3	16	0.5	ISLIP	5.88198	17.7613	0.428844
3	32	0.5	ISLIP	5.84109	25.4436	0.427947
3	64	0.5	ISLIP	5.72593	36.0307	0.428884
3	128	0.5	ISLIP	5.32291	47.2759	0.434305
4	4	0.5	ISLIP	7.97349	10.5008	0.4433
4	8	0.5	ISLIP	8.0643	15.391	0.435425
4	16	0.5	ISLIP	8.1165	21.9591	0.430675
4	32	0.5	ISLIP	7.97007	31.0034	0.429591
4	64	0.5	ISLIP	7.66364	42.4509	0.432647
4	128	0.5	ISLIP	6.96548	56.5126	0.440412
